%time pelvisJoint_xPelvis.q pelvisJoint_xPelvis.qd pelvisJoint_yPelvis.q pelvisJoint_yPelvis.qd pelvisJoint_zPelvis.q pelvisJoint_zPelvis.qd pelvisJoint_forwardTilt.q pelvisJoint_forwardTilt.qd pelvisJoint_sideTilt.q pelvisJoint_sideTilt.qd pelvisJoint_rotation.q pelvisJoint_rotation.qd hipJointRight_flexion.q hipJointRight_flexion.qd hipJointRight_adduction.q hipJointRight_adduction.qd kneeJointRight_flexion.q kneeJointRight_flexion.qd kneeJointRight_varus/adduction.q kneeJointRight_varus/adduction.qd ankleJointRight_dorsiflexion.q ankleJointRight_dorsiflexion.qd ankleJointRight_inversion/eversion.q ankleJointRight_inversion/eversion.qd hipJointLeft_flexion.q hipJointLeft_flexion.qd hipJointLeft_adduction.q hipJointLeft_adduction.qd kneeJointLeft_flexion.q kneeJointLeft_flexion.qd kneeJointLeft_varus/adduction.q kneeJointLeft_varus/adduction.qd ankleJointLeft_dorsiflexion.q ankleJointLeft_dorsiflexion.qd ankleJointLeft_inversion/eversion.q ankleJointLeft_inversion/eversion.qd thoraxJoint_xThorax.q thoraxJoint_xThorax.qd thoraxJoint_yThorax.q thoraxJoint_yThorax.qd thoraxJoint_zThorax.q thoraxJoint_zThorax.qd thoraxJoint_forwardTilt.q thoraxJoint_forwardTilt.qd thoraxJoint_sideTilt.q thoraxJoint_sideTilt.qd thoraxJoint_rotation.q thoraxJoint_rotation.qd shoulderJointRight_flexion.q shoulderJointRight_flexion.qd shoulderJointRight_abduction.q shoulderJointRight_abduction.qd elbowJointRight_flexion.q elbowJointRight_flexion.qd shoulderJointLeft_flexion.q shoulderJointLeft_flexion.qd shoulderJointLeft_abduction.q shoulderJointLeft_abduction.qd elbowJointLeft_flexion.q elbowJointLeft_flexion.qd
0.0 -1.3349984263253458 0.9879644013813932 -0.22164446065020935 -0.12408352992155647 0.7943901190497616 -0.10382958559888569 0.09296113132144507 -0.31486534771402497 -0.03938148887305987 -0.4391397152708586 0.017689245748672533 -0.09632834880210892 -0.680856084446404 -0.36797141726373933 -0.09715144782381112 0.028930717846202214 -0.02408797127124511 0.43677172246412455 -0.03140088286209583 -0.7783137903176014 -1.630663799229878 0.07210906111233428 -0.03037205590162333 -0.025646878251226024 0.04860261596489422 0.09608568844152765 -0.033380463676166997 -0.9618658843126746 0.03127201746753312 1.6688155119818302 -0.04935927769817429 -0.9585106246173065 -1.8351125814595954 0.18124170914414206 -0.0606663605711336 -0.20176606222000684 -0.01141999407194352 -0.04300865180000503 -0.0007733071042352602 0.015370326107336373 -0.3274461099128336 -0.01673070939527907 0.05281719544880649 -0.11105710868531068 -0.03871394630187489 0.0658549746148071 0.051607048449435367 -0.1326354347826928 -0.5512176260842893 -0.6511313854769748 0.142851380764912 -0.09270811334314075 0.45861002603390294 -0.36775753503023634 -0.04596411056305695 -1.041434653259556 0.15683335247222724 -0.4984622549446646 0.5487971292050747 -0.3769765409142236
0.005 -1.3281787245166918 1.4168769342972163 -0.22216934595932594 -0.195910966653066 0.7939132316062446 -0.1649102055939791 0.09234090308285267 -0.31467980194172 -0.04038115378124832 -0.43889808078425274 0.01853935229144303 -0.0958080336694937 -0.6787549945318639 -0.397303470460346 -0.09494285818579161 0.027148403916605834 -0.015977311238916672 0.4673807631776925 -0.03265308471832041 -0.8072093937036671 -1.6254847276435673 -0.05057100318880159 -0.028547873596021206 -0.03618267853342666 0.05093899293787042 0.09460075023101916 -0.036754050342790945 -0.9628689918924789 0.042531613555099684 1.6523379643290985 -0.052424641156957996 -0.9554988890292762 -1.8320239727757182 0.16166699067792234 -0.06095752189781062 -0.2064594013682706 -0.01154968352130109 -0.08179947797728743 -0.000493108130730638 0.01459117427092363 -0.3274030196621659 -0.023023761727334453 0.05349060467820606 -0.11039481620643357 -0.03694824107193964 0.06147655703856736 0.05193648628332662 -0.13380229728354417 -0.5526292397955634 -0.6509402948954773 0.14330638819856928 -0.0928761880252188 0.45798011036062525 -0.37176232454768976 -0.04840830278568521 -1.033139066026788 0.1555343532043567 -0.5012394166880308 0.5487325356213679 -0.3774216930724268
0.01 -1.3204206978131539 1.4079169981102866 -0.22279281681623553 -0.19958442750873734 0.793403948281239 -0.15018028393785784 0.09168602365688261 -0.32682614652682185 -0.041517543819449734 -0.4738422418782404 0.019302471493734645 -0.143141776775144 -0.6763620267366884 -0.22190011192043246 -0.09260523029166604 0.06516724835065757 -0.008360644956398253 0.24806683891505088 -0.03383091038547562 -0.6589851268199595 -1.6184576944422944 0.42639663950831963 -0.02664710922380112 -0.026978193329401268 0.053076772231309424 0.0111192267176623 -0.040360891629495854 -1.0151116682318497 0.05414693876864134 1.784013253835015 -0.05568898517593085 -0.9971492846400739 -1.8282749315481814 0.3352505094899202 -0.061247657532429556 -0.19791688644984423 -0.011739349232768313 -0.07674588839871592 -0.00021170652697670867 0.02178479809057514 -0.3273569664191466 -0.022563656515437788 0.05416574607904952 -0.10953920520592786 -0.035114150364646934 0.10106668887425208 0.05219952452211991 -0.15211371953119118 -0.5539501378485163 -0.6263849818969717 0.14377511843305832 -0.0888379917896112 0.45737805071041976 -0.3603752218490529 -0.05112147566505118 -1.1304102395862659 0.1542255363761809 -0.4990971273501722 0.5486145985745505 -0.4078849211589711
0.015 -1.3129698801523213 1.34635396220402 -0.2234330978331768 -0.1999633950696975 0.7929899274707348 -0.12402282602232051 0.09102059985654061 -0.3465095702716247 -0.042898573969044354 -0.5324431516441963 0.019887608935694294 -0.21466403089756564 -0.673140662988068 -0.07227142581029755 -0.08996040931494913 0.09614268722341479 -0.0017410218573697261 -0.35223380978519536 -0.03440609277498406 -0.4914942153754234 -1.6070128406756323 0.8584079683645824 -0.02451853874664832 -0.08881819456493684 0.054820680634314015 -0.12354911484583309 -0.044328569735748974 -1.0890067574385514 0.06649021110421514 1.9299570867645268 -0.059269206701724364 -1.0635133531727465 -1.8233141664301529 0.5471250365393677 -0.0615066477454609 -0.20452186750658558 -0.011916834839350996 -0.07492565988060498 0.00011244029105898778 0.024631575178430808 -0.32731730926326325 -0.022729382593287925 0.05486453539260587 -0.12335333483858493 -0.033080901497076105 0.14085015057715705 0.0523325538941276 -0.18857256389088828 -0.5550701268115514 -0.6012481195358804 0.14428095585274947 -0.08342328013359497 0.4568631196809773 -0.35448612268712204 -0.05431606898146958 -1.229454981380465 0.15291394548122217 -0.50072482907025 0.5484316349825711 -0.4462326714878047
0.02 -1.3056887856683348 1.3524952267831383 -0.2240963982172058 -0.21056414163417803 0.7926715483258061 -0.10647493350340648 0.09040527709911678 -0.35619881604653597 -0.044558598866666445 -0.5902877977394345 0.020241647800150975 -0.29422398933708205 -0.6691675170150648 0.02730113550935953 -0.08698889755263471 0.1331831965814103 0.0031552082675981724 -0.9933912370919102 -0.03424364021335125 -0.3585274932157559 -1.5922147497729802 1.257861183011511 -0.022281178377301068 -0.16528298378981665 0.0560608733098823 -0.29835503264865304 -0.04863019048154812 -1.155574172138695 0.07947586571852784 2.0449742234509283 -0.06322240969757978 -1.1400470236353397 -1.8171595369987894 0.7600744964281965 -0.061753070705580594 -0.22433961643821904 -0.01209332657306471 -0.07975862917111694 0.00047776953832992606 0.02500480529040488 -0.3272789113778909 -0.023996553002254034 0.05560061414812796 -0.1309441061701811 -0.030809960516218857 0.18373875742677287 0.052322016942589804 -0.22865604913890206 -0.5559486424205267 -0.5694357449565554 0.1448482068020836 -0.06777247132251057 0.45642711048023393 -0.34572187155550993 -0.057916284710501156 -1.2940937697714094 0.15158086970814516 -0.5098653084128901 0.5481633606358964 -0.4859606397433148
0.025 -1.2982702810193916 1.3799472886112574 -0.22480483950596236 -0.22440868157086524 0.7924306299400125 -0.09109895494438536 0.08988071746060539 -0.3493129006232896 -0.04649739515227123 -0.6515924438829361 0.0203325509377257 -0.3850465303921886 -0.6647615015955619 0.08506649608052641 -0.08372311423839639 0.17335078146333271 0.006128977327688037 -1.3591805843940759 -0.0333850544431938 -0.25417077028003393 -1.5758554777417908 1.4071985487571372 -0.019922780995410477 -0.11817523753152692 0.05666624582514365 -0.4869101080796951 -0.0532158522277023 -1.2243291447811966 0.09302058625329321 2.1780454353689644 -0.06755385164603442 -1.2127246702325447 -1.8097987819624322 1.003454826877353 -0.06200275206286389 -0.2419657618759683 -0.012290689494891654 -0.08736720574594281 0.0008690129015219141 0.024139814517340825 -0.3272376095446094 -0.026593382210318227 0.056385147986792616 -0.12078058507894873 -0.028261368501331943 0.23380243648378707 0.05218277334237416 -0.2773673831939477 -0.5565514150991283 -0.5298894703825957 0.14553286790401335 -0.04567321053035295 0.45603521249504 -0.3333630047521918 -0.0618040026269254 -1.3461623331419514 0.15019618420141356 -0.5319504742210954 0.5477823360546854 -0.5310340242065282
0.03 -1.2907740791335196 1.3765090324338634 -0.2255628593492152 -0.23583962275930134 0.7922805889388128 -0.06930027053262458 0.08943807208793507 -0.3342987009050596 -0.048715746596599094 -0.7231133361946238 0.020138942028034575 -0.4812980214981573 -0.6602468623837258 0.053084656087620585 -0.08019913704582696 0.21455580423983134 0.008064745375663263 -1.3788219780589563 -0.031900316722807326 -0.14654599877929764 -1.559384088072614 1.194485639513101 -0.017016602114710566 -0.038360519601218446 0.056477040502891984 -0.6750702595156468 -0.058097113133319875 -1.3101799960317182 0.10723807394570786 2.3673658358757352 -0.0722200754575854 -1.269213883968786 -1.8009953136976444 1.30420636152972 -0.06222780599628534 -0.244149711256726 -0.01250033259606444 -0.09028989663989265 0.001274508790223696 0.023721922950355273 -0.3271950719552512 -0.029430163787913532 0.057217628292746556 -0.10653503940790945 -0.02536103418177379 0.29121987550006717 0.05194245035979547 -0.33099796587364216 -0.5568235993976502 -0.48244796355522923 0.14642440404936502 -0.01964672535518802 0.4556661523016337 -0.3245875405555395 -0.06594887038423242 -1.4095246871830904 0.14872888130326067 -0.56988538741147 0.5472603816715258 -0.5843835322382387
0.035 -1.2833198878237182 1.3653240605456602 -0.2263670905943125 -0.24762841306457647 0.7922423238950745 -0.045123546210741994 0.08902748756922667 -0.32347376870258665 -0.051215554072599874 -0.7940646659500809 0.019655747940749847 -0.5636571713109624 -0.6559637314397258 -0.11671874378611968 -0.07646911602380874 0.2614351828811716 0.010615283835587477 -1.2111549772761911 -0.029925915357735082 -0.05242181257325329 -1.543785473914211 0.3526529055382013 -0.013075869156150562 -0.10528258130182655 0.05538398986988699 -0.8697493879857603 -0.06331864056610453 -1.4009602316372127 0.12228477300415533 2.5646177927763882 -0.07713648786818098 -1.3049921801198774 -1.7905681600685126 1.6184815890245365 -0.06237658511765816 -0.2431548201763426 -0.012701467762495276 -0.08792762601695192 0.001688442804727422 0.023232751843434415 -0.3271534530067021 -0.031608209538995444 0.05806253313237002 -0.10879992191698826 -0.022059371747359034 0.3512351662744489 0.05164129502457172 -0.3698810618832832 -0.556708144816549 -0.4213870565843208 0.14761027476964073 0.011728660328698959 0.4553341454245045 -0.32104315183498144 -0.07035340875130522 -1.4795684783567686 0.14715427816199714 -0.6175057450054233 0.5465730632974541 -0.642505131957183
0.04 -1.2758921460954293 1.3653603564963976 -0.22721569450912024 -0.2596172431057352 0.7923181640832436 -0.02260538659550669 0.08857617219969141 -0.3235187134014349 -0.05398957032880254 -0.8505347214701038 0.01889567019080799 -0.6245593209775077 -0.6523214837598775 -0.38604833916534 -0.07258927796478763 0.3169390896663964 0.015324805803424643 -1.0039372927293089 -0.027741346540242844 0.003732098186608357 -1.5303666389498687 -0.7619545512871457 -0.008057633984483642 -0.11668552122530673 0.05334045175963002 -1.0645450214637187 -0.06890778092811595 -1.4772642768095507 0.13822692907098946 2.7512361519329733 -0.08219708572037851 -1.3175262605451203 -1.778553601738725 1.9408313374006325 -0.062430012063933525 -0.24375338360293825 -0.012877486875771971 -0.08147742046743653 0.0021063575571324475 0.022146197287191055 -0.32711397830016925 -0.03302801485018867 0.05884888580223467 -0.13283652670311713 -0.018370251229803857 0.4106063975963332 0.05131963998729504 -0.3875735802783129 -0.5561653335217298 -0.3532666366943335 0.14912590248454796 0.04256192102613582 0.4550478665057814 -0.33146973756682885 -0.07500254045091384 -1.5487348458355268 0.1454607029424823 -0.6632487851671843 0.5456947969877485 -0.7037614804983368
0.045 -1.2684565520960824 1.368042905633813 -0.22810656115353167 -0.27008111826318965 0.7925006845473229 -0.0019321514560092304 0.08801172803906815 -0.3373548584584379 -0.057023269079942804 -0.8921103872407194 0.017888782799999628 -0.6657037197950357 -0.6496949686419047 -0.6665443813395975 -0.06857900762019677 0.36584104282022056 0.022845803462188813 -0.7336082621329736 -0.025667614317974284 -0.015572586576004466 -1.520696252846871 -1.6083037694014077 -0.0023109439250692254 -0.05520567146596933 0.0503153503281219 -1.2501141072838569 -0.07487579134237206 -1.5404568715718043 0.15507320086871945 2.9632149366298317 -0.08728581444916735 -1.306344595353679 -1.7649779908035526 2.3024939001843636 -0.062402224949657685 -0.24436364716752978 -0.013018004236843178 -0.07319266082410435 0.002522723803020807 0.02064972908384395 -0.3270771998808316 -0.032986844725192616 0.05950080746340701 -0.17420244546637748 -0.014363990621420096 0.4625948425566368 0.051011916137956435 -0.3930607414002011 -0.5551686802594447 -0.27997283646891585 0.15092454901869778 0.07066108510744096 0.4547579638929732 -0.35078707560101136 -0.07988029043782766 -1.6202988676297667 0.1436557275799002 -0.7003203618581664 0.5445999809423037 -0.7683316048266857
